,saved_model,model,loss,accuracy,img_compression
53,InceptionV3_(2023-04-08)_1,InceptionV3,0.5991145849227906,0.8695651888847351,41
54,InceptionV3_(2023-04-08)_1,InceptionV3,0.6068788170814514,0.8623188138008118,44
55,InceptionV3_(2023-04-08)_1,InceptionV3,0.6048194110393524,0.8695651888847351,47
56,InceptionV3_(2023-04-08)_1,InceptionV3,0.5901265323162079,0.8695651888847351,50
57,MobileNet_(2023-03-23)_0,MobileNet,6.533331346511841,0.3188405930995941,1
58,MobileNet_(2023-03-23)_0,MobileNet,6.111760473251342,0.3695652186870575,3
59,MobileNet_(2023-03-23)_0,MobileNet,2.6315871715545653,0.5652173757553101,6
60,MobileNet_(2023-03-23)_0,MobileNet,1.860591721534729,0.6449275612831116,9
61,MobileNet_(2023-03-23)_0,MobileNet,1.685430681705475,0.6884058117866516,11
62,MobileNet_(2023-03-23)_0,MobileNet,1.475510847568512,0.7536231875419617,14
63,MobileNet_(2023-03-23)_0,MobileNet,1.4808493494987487,0.7681159377098083,17
64,MobileNet_(2023-03-23)_0,MobileNet,1.275518798828125,0.782608687877655,20
65,MobileNet_(2023-03-23)_0,MobileNet,1.3580866813659669,0.7898550629615784,22
66,MobileNet_(2023-03-23)_0,MobileNet,1.3332672238349914,0.804347813129425,25
67,MobileNet_(2023-03-23)_0,MobileNet,1.314699161052704,0.7971014380455017,28
68,MobileNet_(2023-03-23)_0,MobileNet,1.3160463213920592,0.7898550629615784,30
69,MobileNet_(2023-03-23)_0,MobileNet,1.2779350638389588,0.8115941882133484,33
70,MobileNet_(2023-03-23)_0,MobileNet,1.2012779355049132,0.8115941882133484,36
71,MobileNet_(2023-03-23)_0,MobileNet,1.1060586452484131,0.8260869383811951,39
72,MobileNet_(2023-03-23)_0,MobileNet,1.072775959968567,0.8188405632972717,41
73,MobileNet_(2023-03-23)_0,MobileNet,1.1030138969421386,0.8115941882133484,44
74,MobileNet_(2023-03-23)_0,MobileNet,1.158526635169983,0.7898550629615784,47
75,MobileNet_(2023-03-23)_0,MobileNet,1.1596401453018188,0.8260869383811951,50
76,MobileNet_(2023-04-09)_0,MobileNet,4.139761447906494,0.4057970941066742,1
77,MobileNet_(2023-04-09)_0,MobileNet,4.051486015319824,0.43478259444236755,3
78,MobileNet_(2023-04-09)_0,MobileNet,2.7687346935272217,0.54347825050354,6
79,MobileNet_(2023-04-09)_0,MobileNet,1.757431733608246,0.6449275612831116,9
80,MobileNet_(2023-04-09)_0,MobileNet,1.6287622570991516,0.6884058117866516,11
81,MobileNet_(2023-04-09)_0,MobileNet,1.2334384799003602,0.739130437374115,14
82,MobileNet_(2023-04-09)_0,MobileNet,1.122394585609436,0.7318840622901917,17
83,MobileNet_(2023-04-09)_0,MobileNet,0.9457767009735107,0.7318840622901917,20
84,MobileNet_(2023-04-09)_0,MobileNet,0.9637794613838195,0.760869562625885,22
85,MobileNet_(2023-04-09)_0,MobileNet,0.9608653306961059,0.7536231875419617,25
86,MobileNet_(2023-04-09)_0,MobileNet,0.9774491310119628,0.7753623127937317,28
87,MobileNet_(2023-04-09)_0,MobileNet,0.8858661770820617,0.7898550629615784,30
88,MobileNet_(2023-04-09)_0,MobileNet,0.8823930263519287,0.782608687877655,33
89,MobileNet_(2023-04-09)_0,MobileNet,0.832793128490448,0.7971014380455017,36
90,MobileNet_(2023-04-09)_0,MobileNet,0.8639749526977539,0.804347813129425,39
91,MobileNet_(2023-04-09)_0,MobileNet,0.8533069729804993,0.7681159377098083,41
92,MobileNet_(2023-04-09)_0,MobileNet,0.8113952040672302,0.782608687877655,44
93,MobileNet_(2023-04-09)_0,MobileNet,0.7967227578163147,0.8115941882133484,47
94,MobileNet_(2023-04-09)_0,MobileNet,0.7449046850204468,0.8188405632972717,50
95,MobileNet_(2023-04-09)_1,MobileNet,6.2832396030426025,0.37681159377098083,1
96,MobileNet_(2023-04-09)_1,MobileNet,5.6862575054168705,0.4202898442745209,3
97,MobileNet_(2023-04-09)_1,MobileNet,2.3418842554092407,0.695652186870575,6
98,MobileNet_(2023-04-09)_1,MobileNet,1.2216484189033507,0.8115941882133484,9
99,MobileNet_(2023-04-09)_1,MobileNet,1.1154887318611144,0.7971014380455017,11
100,MobileNet_(2023-04-09)_1,MobileNet,0.7418771684169769,0.8260869383811951,14
101,MobileNet_(2023-04-09)_1,MobileNet,0.8029170334339142,0.8550724387168884,17
102,MobileNet_(2023-04-09)_1,MobileNet,0.6233790338039398,0.8695651888847351,20
103,MobileNet_(2023-04-09)_1,MobileNet,0.6603474378585815,0.8695651888847351,22
104,MobileNet_(2023-04-09)_1,MobileNet,0.6308423638343811,0.8478260636329651,25
105,MobileNet_(2023-04-09)_1,MobileNet,0.636926531791687,0.8550724387168884,28
106,MobileNet_(2023-04-09)_1,MobileNet,0.5994519650936126,0.8768116235733032,30
107,MobileNet_(2023-04-09)_1,MobileNet,0.7191494107246399,0.8478260636329651,33
108,MobileNet_(2023-04-09)_1,MobileNet,0.723377811908722,0.8695651888847351,36
109,MobileNet_(2023-04-09)_1,MobileNet,0.6839529931545257,0.8695651888847351,39
110,MobileNet_(2023-04-09)_1,MobileNet,0.6005543231964111,0.8768116235733032,41
111,MobileNet_(2023-04-09)_1,MobileNet,0.5518211603164673,0.8768116235733032,44
112,MobileNet_(2023-04-09)_1,MobileNet,0.5758058309555054,0.8840579986572266,47
113,MobileNet_(2023-04-09)_1,MobileNet,0.5921449542045594,0.8840579986572266,50
114,ResNet50v2_(2023-03-25)_0,ResNet50v2,7.654739475250244,0.3840579688549042,1
115,ResNet50v2_(2023-03-25)_0,ResNet50v2,6.864834880828857,0.3913043439388275,3
116,ResNet50v2_(2023-03-25)_0,ResNet50v2,3.1781890630722045,0.5942028760910034,6
117,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.2732815027236937,0.6594203114509583,9
118,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.3231383562088013,0.6594203114509583,11
119,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.191530871391296,0.6884058117866516,14
120,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.1447463512420653,0.7246376872062683,17
121,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.150668430328369,0.6884058117866516,20
122,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.0915114879608154,0.717391312122345,22
123,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.014137101173401,0.739130437374115,25
124,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.9843405485153198,0.739130437374115,28
125,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.0175733089447023,0.739130437374115,30
126,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.9635095596313477,0.7318840622901917,33
127,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.9244464635849,0.739130437374115,36
128,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.886880087852478,0.739130437374115,39
129,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.8818374156951905,0.7463768124580383,41
130,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.8684828758239747,0.739130437374115,44
131,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.8829389572143556,0.7536231875419617,47
132,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.863003635406494,0.739130437374115,50
133,ResNet50v2_(2023-04-09)_0,ResNet50v2,5.266203594207764,0.47826087474823,1
134,ResNet50v2_(2023-04-09)_0,ResNet50v2,4.944540500640869,0.47101449966430664,3
135,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.8632341623306274,0.695652186870575,6
136,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.302327871322632,0.739130437374115,9
137,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.3709423303604127,0.7753623127937317,11
138,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.223936414718628,0.782608687877655,14
139,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.2130455017089843,0.7753623127937317,17
140,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.092419385910034,0.7753623127937317,20
141,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.2258508920669557,0.7753623127937317,22
142,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.17809374332428,0.7753623127937317,25
143,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.1583085536956785,0.7753623127937317,28
144,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.165409517288208,0.7753623127937317,30
145,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.114455008506775,0.7898550629615784,33
146,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.1228516578674315,0.7753623127937317,36
147,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.151547145843506,0.7753623127937317,39
148,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.1223376512527468,0.7753623127937317,41
149,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.11417932510376,0.782608687877655,44
150,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.107422947883606,0.782608687877655,47
151,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.103819251060486,0.782608687877655,50
152,ResNet50v2_(2023-04-10)_0,ResNet50v2,5.272617959976197,0.5869565010070801,1
153,ResNet50v2_(2023-04-10)_0,ResNet50v2,4.956619691848755,0.5797101259231567,3
154,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.400480628013611,0.695652186870575,6
155,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.003540277481079,0.7536231875419617,9
156,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.967933487892151,0.7681159377098083,11
157,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.729032301902771,0.7681159377098083,14
158,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.5887211561203003,0.7681159377098083,17
159,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.5107239484786987,0.7681159377098083,20
160,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.5355926036834715,0.760869562625885,22
161,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.4823330640792847,0.760869562625885,25
162,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.4841403007507323,0.760869562625885,28
163,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.455230450630188,0.7681159377098083,30
164,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.477388858795166,0.7753623127937317,33
165,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.500239300727844,0.7753623127937317,36
166,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.4647744417190554,0.7681159377098083,39
167,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.4248082399368287,0.7681159377098083,41
168,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.438083839416504,0.760869562625885,44
169,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.425569987297058,0.760869562625885,47
170,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.3910537481307985,0.7536231875419617,50
