,saved_model,model,loss,accuracy,brightness
0,InceptionV3_(2023-04-07)_0,InceptionV3,8.45779972076416,0.07971014827489853,-0.9
1,InceptionV3_(2023-04-07)_0,InceptionV3,5.899716424942016,0.21014492213726044,-0.8
2,InceptionV3_(2023-04-07)_0,InceptionV3,4.106313800811767,0.4057970941066742,-0.7000000000000001
3,InceptionV3_(2023-04-07)_0,InceptionV3,2.6458892583847047,0.5797101259231567,-0.6000000000000001
4,InceptionV3_(2023-04-07)_0,InceptionV3,1.496387279033661,0.695652186870575,-0.5000000000000001
5,InceptionV3_(2023-04-07)_0,InceptionV3,0.9820820212364196,0.782608687877655,-0.40000000000000013
6,InceptionV3_(2023-04-07)_0,InceptionV3,0.8142290771007538,0.804347813129425,-0.30000000000000016
7,InceptionV3_(2023-04-07)_0,InceptionV3,0.7272436201572419,0.8478260636329651,-0.20000000000000018
8,InceptionV3_(2023-04-07)_0,InceptionV3,0.5738937020301819,0.8913043737411499,-0.1000000000000002
9,InceptionV3_(2023-04-07)_0,InceptionV3,0.5897654235363007,0.8695651888847351,-2.220446049250313e-16
10,InceptionV3_(2023-04-07)_0,InceptionV3,0.6544547915458679,0.8405796885490417,0.09999999999999976
11,InceptionV3_(2023-04-07)_0,InceptionV3,0.8019888699054718,0.8260869383811951,0.19999999999999962
12,InceptionV3_(2023-04-07)_0,InceptionV3,1.108661675453186,0.7753623127937317,0.2999999999999997
13,InceptionV3_(2023-04-07)_0,InceptionV3,1.794321358203888,0.739130437374115,0.3999999999999998
14,InceptionV3_(2023-04-07)_0,InceptionV3,2.9013813495635987,0.6231883764266968,0.49999999999999967
15,InceptionV3_(2023-04-07)_0,InceptionV3,4.433570384979248,0.5,0.5999999999999995
16,InceptionV3_(2023-04-07)_0,InceptionV3,6.4130286693573,0.2753623127937317,0.6999999999999996
17,InceptionV3_(2023-04-07)_0,InceptionV3,8.721381664276123,0.09420289844274521,0.7999999999999997
18,InceptionV3_(2023-04-07)_0,InceptionV3,9.661418247222901,0.07246376574039459,0.8999999999999996
19,InceptionV3_(2023-04-08)_0,InceptionV3,6.078501462936401,0.07246376574039459,-0.9
20,InceptionV3_(2023-04-08)_0,InceptionV3,3.914145755767822,0.239130437374115,-0.8
21,InceptionV3_(2023-04-08)_0,InceptionV3,2.681663489341736,0.49275362491607666,-0.7000000000000001
22,InceptionV3_(2023-04-08)_0,InceptionV3,1.853582501411438,0.6376811861991882,-0.6000000000000001
23,InceptionV3_(2023-04-08)_0,InceptionV3,1.1570327043533326,0.739130437374115,-0.5000000000000001
24,InceptionV3_(2023-04-08)_0,InceptionV3,0.8587415754795075,0.804347813129425,-0.40000000000000013
25,InceptionV3_(2023-04-08)_0,InceptionV3,0.7336493313312531,0.8260869383811951,-0.30000000000000016
26,InceptionV3_(2023-04-08)_0,InceptionV3,0.6958163917064667,0.8333333134651184,-0.20000000000000018
27,InceptionV3_(2023-04-08)_0,InceptionV3,0.6345089077949524,0.8405796885490417,-0.1000000000000002
28,InceptionV3_(2023-04-08)_0,InceptionV3,0.6177405834197998,0.8478260636329651,-2.220446049250313e-16
29,InceptionV3_(2023-04-08)_0,InceptionV3,0.6603760540485382,0.8333333134651184,0.09999999999999976
30,InceptionV3_(2023-04-08)_0,InceptionV3,0.6472747564315796,0.8405796885490417,0.19999999999999962
31,InceptionV3_(2023-04-08)_0,InceptionV3,0.7818439364433288,0.804347813129425,0.2999999999999997
32,InceptionV3_(2023-04-08)_0,InceptionV3,1.1792423725128174,0.7028985619544983,0.3999999999999998
33,InceptionV3_(2023-04-08)_0,InceptionV3,1.5068856000900268,0.6739130616188049,0.49999999999999967
34,InceptionV3_(2023-04-08)_0,InceptionV3,2.1282084226608275,0.5579710006713867,0.5999999999999995
35,InceptionV3_(2023-04-08)_0,InceptionV3,3.243376541137695,0.3550724685192108,0.6999999999999996
36,InceptionV3_(2023-04-08)_0,InceptionV3,5.508269739151001,0.10869564861059189,0.7999999999999997
37,InceptionV3_(2023-04-08)_0,InceptionV3,6.553459882736206,0.007246376946568489,0.8999999999999996
38,InceptionV3_(2023-04-08)_1,InceptionV3,7.715867328643799,0.007246376946568489,-0.9
39,InceptionV3_(2023-04-08)_1,InceptionV3,6.807344198226929,0.15217390656471252,-0.8
40,InceptionV3_(2023-04-08)_1,InceptionV3,5.839407444000244,0.239130437374115,-0.7000000000000001
41,InceptionV3_(2023-04-08)_1,InceptionV3,4.330485725402832,0.36231884360313416,-0.6000000000000001
42,InceptionV3_(2023-04-08)_1,InceptionV3,2.4256733655929565,0.5289855003356934,-0.5000000000000001
43,InceptionV3_(2023-04-08)_1,InceptionV3,1.1749749422073363,0.739130437374115,-0.40000000000000013
44,InceptionV3_(2023-04-08)_1,InceptionV3,0.7618425011634826,0.8188405632972717,-0.30000000000000016
45,InceptionV3_(2023-04-08)_1,InceptionV3,0.6181841611862182,0.8478260636329651,-0.20000000000000018
46,InceptionV3_(2023-04-08)_1,InceptionV3,0.5501277506351471,0.8623188138008118,-0.1000000000000002
47,InceptionV3_(2023-04-08)_1,InceptionV3,0.524772185087204,0.8695651888847351,-2.220446049250313e-16
48,InceptionV3_(2023-04-08)_1,InceptionV3,0.5229091882705689,0.8768116235733032,0.09999999999999976
49,InceptionV3_(2023-04-08)_1,InceptionV3,0.7913324356079101,0.8405796885490417,0.19999999999999962
50,InceptionV3_(2023-04-08)_1,InceptionV3,1.3474824905395508,0.8115941882133484,0.2999999999999997
51,InceptionV3_(2023-04-08)_1,InceptionV3,1.8701112508773803,0.7318840622901917,0.3999999999999998
52,InceptionV3_(2023-04-08)_1,InceptionV3,2.3671613693237306,0.5942028760910034,0.49999999999999967
53,InceptionV3_(2023-04-08)_1,InceptionV3,3.1546244621276855,0.5072463750839233,0.5999999999999995
54,InceptionV3_(2023-04-08)_1,InceptionV3,5.290155649185181,0.17391304671764374,0.6999999999999996
55,InceptionV3_(2023-04-08)_1,InceptionV3,8.285613059997559,0.007246376946568489,0.7999999999999997
56,InceptionV3_(2023-04-08)_1,InceptionV3,11.00625696182251,0.0,0.8999999999999996
57,MobileNet_(2023-03-23)_0,MobileNet,7.820543575286865,0.036231882870197296,-0.9
58,MobileNet_(2023-03-23)_0,MobileNet,6.565002727508545,0.13768115639686584,-0.8
59,MobileNet_(2023-03-23)_0,MobileNet,4.802441072463989,0.3333333432674408,-0.7000000000000001
60,MobileNet_(2023-03-23)_0,MobileNet,2.9996158599853517,0.5289855003356934,-0.6000000000000001
61,MobileNet_(2023-03-23)_0,MobileNet,1.922687864303589,0.6666666865348816,-0.5000000000000001
62,MobileNet_(2023-03-23)_0,MobileNet,1.2404889345169068,0.7681159377098083,-0.40000000000000013
63,MobileNet_(2023-03-23)_0,MobileNet,1.2128588557243347,0.7753623127937317,-0.30000000000000016
64,MobileNet_(2023-03-23)_0,MobileNet,1.1364306926727294,0.782608687877655,-0.20000000000000018
65,MobileNet_(2023-03-23)_0,MobileNet,0.9789244413375855,0.8260869383811951,-0.1000000000000002
66,MobileNet_(2023-03-23)_0,MobileNet,0.9792988061904907,0.8188405632972717,-2.220446049250313e-16
67,MobileNet_(2023-03-23)_0,MobileNet,1.1011010646820067,0.8115941882133484,0.09999999999999976
68,MobileNet_(2023-03-23)_0,MobileNet,1.2176304578781127,0.7971014380455017,0.19999999999999962
69,MobileNet_(2023-03-23)_0,MobileNet,1.6095402836799622,0.7463768124580383,0.2999999999999997
70,MobileNet_(2023-03-23)_0,MobileNet,2.4281155347824095,0.6666666865348816,0.3999999999999998
71,MobileNet_(2023-03-23)_0,MobileNet,3.4077208995819093,0.54347825050354,0.49999999999999967
72,MobileNet_(2023-03-23)_0,MobileNet,4.563657426834107,0.3695652186870575,0.5999999999999995
73,MobileNet_(2023-03-23)_0,MobileNet,5.79140305519104,0.14492753148078918,0.6999999999999996
74,MobileNet_(2023-03-23)_0,MobileNet,5.9701403141021725,0.05797101557254791,0.7999999999999997
75,MobileNet_(2023-03-23)_0,MobileNet,6.630798101425171,0.050724636763334274,0.8999999999999996
76,MobileNet_(2023-04-09)_0,MobileNet,32.62189865112305,0.0,-0.9
77,MobileNet_(2023-04-09)_0,MobileNet,18.144895362854005,0.08695652335882187,-0.8
78,MobileNet_(2023-04-09)_0,MobileNet,8.28402156829834,0.3115941882133484,-0.7000000000000001
79,MobileNet_(2023-04-09)_0,MobileNet,4.10344614982605,0.5072463750839233,-0.6000000000000001
80,MobileNet_(2023-04-09)_0,MobileNet,2.2388342380523683,0.6304348111152649,-0.5000000000000001
81,MobileNet_(2023-04-09)_0,MobileNet,1.1878156065940857,0.7246376872062683,-0.40000000000000013
82,MobileNet_(2023-04-09)_0,MobileNet,0.8790759205818176,0.804347813129425,-0.30000000000000016
83,MobileNet_(2023-04-09)_0,MobileNet,0.748273104429245,0.8115941882133484,-0.20000000000000018
84,MobileNet_(2023-04-09)_0,MobileNet,0.5820723295211792,0.8478260636329651,-0.1000000000000002
85,MobileNet_(2023-04-09)_0,MobileNet,0.5192028522491455,0.8695651888847351,-2.220446049250313e-16
86,MobileNet_(2023-04-09)_0,MobileNet,0.5506816864013672,0.8550724387168884,0.09999999999999976
87,MobileNet_(2023-04-09)_0,MobileNet,0.6347539603710175,0.8550724387168884,0.19999999999999962
88,MobileNet_(2023-04-09)_0,MobileNet,0.9622777104377747,0.804347813129425,0.2999999999999997
89,MobileNet_(2023-04-09)_0,MobileNet,1.2018711805343627,0.7898550629615784,0.3999999999999998
90,MobileNet_(2023-04-09)_0,MobileNet,1.861421251296997,0.6811594367027283,0.49999999999999967
91,MobileNet_(2023-04-09)_0,MobileNet,3.4269301652908326,0.47101449966430664,0.5999999999999995
92,MobileNet_(2023-04-09)_0,MobileNet,7.421970081329346,0.2246376872062683,0.6999999999999996
93,MobileNet_(2023-04-09)_0,MobileNet,20.344940757751466,0.021739130839705467,0.7999999999999997
94,MobileNet_(2023-04-09)_0,MobileNet,34.24558029174805,0.0,0.8999999999999996
95,MobileNet_(2023-04-09)_1,MobileNet,6.618093729019165,0.06521739065647125,-0.9
96,MobileNet_(2023-04-09)_1,MobileNet,5.735356760025025,0.25362318754196167,-0.8
97,MobileNet_(2023-04-09)_1,MobileNet,4.099088096618653,0.4492753744125366,-0.7000000000000001
98,MobileNet_(2023-04-09)_1,MobileNet,2.780683708190918,0.5797101259231567,-0.6000000000000001
99,MobileNet_(2023-04-09)_1,MobileNet,1.394477868080139,0.7536231875419617,-0.5000000000000001
100,MobileNet_(2023-04-09)_1,MobileNet,0.7472394108772278,0.8623188138008118,-0.40000000000000013
101,MobileNet_(2023-04-09)_1,MobileNet,0.660537040233612,0.9057971239089966,-0.30000000000000016
102,MobileNet_(2023-04-09)_1,MobileNet,0.5422392606735229,0.9130434989929199,-0.20000000000000018
103,MobileNet_(2023-04-09)_1,MobileNet,0.4707216441631317,0.9057971239089966,-0.1000000000000002
104,MobileNet_(2023-04-09)_1,MobileNet,0.5068576037883759,0.9130434989929199,-2.220446049250313e-16
105,MobileNet_(2023-04-09)_1,MobileNet,0.5494586884975433,0.8985507488250732,0.09999999999999976
106,MobileNet_(2023-04-09)_1,MobileNet,0.6527125298976898,0.8840579986572266,0.19999999999999962
107,MobileNet_(2023-04-09)_1,MobileNet,1.0219024181365968,0.8333333134651184,0.2999999999999997
108,MobileNet_(2023-04-09)_1,MobileNet,2.06633780002594,0.760869562625885,0.3999999999999998
109,MobileNet_(2023-04-09)_1,MobileNet,3.5285858392715452,0.6014492511749268,0.49999999999999967
110,MobileNet_(2023-04-09)_1,MobileNet,5.655087900161743,0.43478259444236755,0.5999999999999995
111,MobileNet_(2023-04-09)_1,MobileNet,8.086809253692627,0.17391304671764374,0.6999999999999996
112,MobileNet_(2023-04-09)_1,MobileNet,8.649505424499512,0.050724636763334274,0.7999999999999997
113,MobileNet_(2023-04-09)_1,MobileNet,7.354325819015503,0.050724636763334274,0.8999999999999996
114,ResNet50v2_(2023-03-25)_0,ResNet50v2,18.902919197082518,0.0,-0.9
115,ResNet50v2_(2023-03-25)_0,ResNet50v2,16.78105525970459,0.0,-0.8
116,ResNet50v2_(2023-03-25)_0,ResNet50v2,12.528668212890626,0.09420289844274521,-0.7000000000000001
117,ResNet50v2_(2023-03-25)_0,ResNet50v2,9.199733543395997,0.18840579688549042,-0.6000000000000001
118,ResNet50v2_(2023-03-25)_0,ResNet50v2,6.399687623977661,0.3478260934352875,-0.5000000000000001
119,ResNet50v2_(2023-03-25)_0,ResNet50v2,4.157387924194336,0.47826087474823,-0.40000000000000013
120,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.8524390697479247,0.6159420013427734,-0.30000000000000016
121,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.2754809856414795,0.717391312122345,-0.20000000000000018
122,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.9016608715057373,0.7536231875419617,-0.1000000000000002
123,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.7804208636283874,0.760869562625885,-2.220446049250313e-16
124,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.872367262840271,0.739130437374115,0.09999999999999976
125,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.0409958362579346,0.695652186870575,0.19999999999999962
126,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.5088061809539797,0.6739130616188049,0.2999999999999997
127,ResNet50v2_(2023-03-25)_0,ResNet50v2,3.2468082904815674,0.5797101259231567,0.3999999999999998
128,ResNet50v2_(2023-03-25)_0,ResNet50v2,4.807382345199585,0.47101449966430664,0.49999999999999967
129,ResNet50v2_(2023-03-25)_0,ResNet50v2,8.072581481933593,0.2028985470533371,0.5999999999999995
130,ResNet50v2_(2023-03-25)_0,ResNet50v2,13.056392288208007,0.07246376574039459,0.6999999999999996
131,ResNet50v2_(2023-03-25)_0,ResNet50v2,15.6004487991333,0.07246376574039459,0.7999999999999997
132,ResNet50v2_(2023-03-25)_0,ResNet50v2,16.541960144042967,0.07246376574039459,0.8999999999999996
133,ResNet50v2_(2023-04-09)_0,ResNet50v2,21.202906227111818,0.0,-0.9
134,ResNet50v2_(2023-04-09)_0,ResNet50v2,15.868469047546387,0.007246376946568489,-0.8
135,ResNet50v2_(2023-04-09)_0,ResNet50v2,11.009546375274658,0.1304347813129425,-0.7000000000000001
136,ResNet50v2_(2023-04-09)_0,ResNet50v2,7.786799812316895,0.2753623127937317,-0.6000000000000001
137,ResNet50v2_(2023-04-09)_0,ResNet50v2,5.527983856201172,0.45652174949645996,-0.5000000000000001
138,ResNet50v2_(2023-04-09)_0,ResNet50v2,3.294145035743713,0.6014492511749268,-0.40000000000000013
139,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.4371659755706787,0.6739130616188049,-0.30000000000000016
140,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.0742173194885254,0.760869562625885,-0.20000000000000018
141,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.022385334968567,0.7971014380455017,-0.1000000000000002
142,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.052436852455139,0.782608687877655,-2.220446049250313e-16
143,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.2164077758789062,0.7753623127937317,0.09999999999999976
144,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.42138729095459,0.7681159377098083,0.19999999999999962
145,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.6009241104125977,0.7318840622901917,0.2999999999999997
146,ResNet50v2_(2023-04-09)_0,ResNet50v2,3.266531729698181,0.6086956262588501,0.3999999999999998
147,ResNet50v2_(2023-04-09)_0,ResNet50v2,4.9078614711761475,0.45652174949645996,0.49999999999999967
148,ResNet50v2_(2023-04-09)_0,ResNet50v2,8.922828197479248,0.21014492213726044,0.5999999999999995
149,ResNet50v2_(2023-04-09)_0,ResNet50v2,15.282890319824219,0.036231882870197296,0.6999999999999996
150,ResNet50v2_(2023-04-09)_0,ResNet50v2,21.671811294555663,0.0,0.7999999999999997
151,ResNet50v2_(2023-04-09)_0,ResNet50v2,25.70589962005615,0.0,0.8999999999999996
152,ResNet50v2_(2023-04-10)_0,ResNet50v2,39.097751235961915,0.0,-0.9
153,ResNet50v2_(2023-04-10)_0,ResNet50v2,31.514175796508788,0.007246376946568489,-0.8
154,ResNet50v2_(2023-04-10)_0,ResNet50v2,19.07649917602539,0.14492753148078918,-0.7000000000000001
155,ResNet50v2_(2023-04-10)_0,ResNet50v2,11.206030559539794,0.3115941882133484,-0.6000000000000001
156,ResNet50v2_(2023-04-10)_0,ResNet50v2,7.083090114593506,0.43478259444236755,-0.5000000000000001
157,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.664556550979614,0.5797101259231567,-0.40000000000000013
158,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.3860482215881347,0.7246376872062683,-0.30000000000000016
159,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.176117420196533,0.7681159377098083,-0.20000000000000018
160,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.1175324440002443,0.7681159377098083,-0.1000000000000002
161,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.21336510181427,0.7898550629615784,-2.220446049250313e-16
162,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.5962863683700563,0.7536231875419617,0.09999999999999976
163,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.1359049558639525,0.7246376872062683,0.19999999999999962
164,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.8350899696350096,0.6811594367027283,0.2999999999999997
165,ResNet50v2_(2023-04-10)_0,ResNet50v2,4.836750936508179,0.6231883764266968,0.3999999999999998
166,ResNet50v2_(2023-04-10)_0,ResNet50v2,6.288965129852295,0.54347825050354,0.49999999999999967
167,ResNet50v2_(2023-04-10)_0,ResNet50v2,9.202545738220214,0.3840579688549042,0.5999999999999995
168,ResNet50v2_(2023-04-10)_0,ResNet50v2,17.26620750427246,0.18115942180156708,0.6999999999999996
169,ResNet50v2_(2023-04-10)_0,ResNet50v2,31.601472473144533,0.07246376574039459,0.7999999999999997
170,ResNet50v2_(2023-04-10)_0,ResNet50v2,39.43734130859375,0.07246376574039459,0.8999999999999996
