,saved_model,model,loss,accuracy,gauss_blur
0,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5593581080436707,0.8695652484893799,1
1,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5620842099189758,0.8623188734054565,3
2,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5719440460205079,0.8623188734054565,5
3,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.6030280113220214,0.8478261232376099,7
4,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.6759796380996704,0.8478261232376099,9
5,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.8088069915771484,0.8260869979858398,11
6,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.9930823564529419,0.7463768124580383,13
7,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.193757176399231,0.7318840622901917,15
8,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.408509111404419,0.7028985619544983,17
9,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.591366672515869,0.6884058117866516,19
10,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.7287399530410767,0.6666666865348816,21
11,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.8724780559539795,0.6014493107795715,23
12,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,2.061816143989563,0.5724637508392334,25
13,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,2.29918851852417,0.5289855003356934,27
14,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,2.593730068206787,0.43478262424468994,29
15,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,2.8994742393493653,0.3840579688549042,31
16,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.188240718841553,0.3188405930995941,33
17,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.4705045223236084,0.23188406229019165,35
18,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.754564952850342,0.2028985619544983,37
19,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.2514167785644532,0.8333333730697632,1
20,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.1159486293792724,0.8260869979858398,3
21,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.0150406002998351,0.8333333730697632,5
22,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,0.9256032466888428,0.8188406229019165,7
23,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,0.9316835403442383,0.804347813129425,9
24,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,0.9818952977657318,0.804347813129425,11
25,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.071523869037628,0.7971014380455017,13
26,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.217711853981018,0.760869562625885,15
27,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.5287800669670104,0.717391312122345,17
28,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,2.1221614599227907,0.6376811861991882,19
29,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,2.9216361045837402,0.5579710006713867,21
30,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,4.025182008743286,0.47101449966430664,23
31,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,5.561425352096558,0.28985506296157837,25
32,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,7.47386531829834,0.18840579688549042,27
33,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,9.716266345977782,0.07971014827489853,29
34,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,12.400421524047852,0.05072464048862457,31
35,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,15.371165084838868,0.028985507786273956,33
36,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,18.482463836669922,0.007246376946568489,35
37,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,21.648174858093263,0.0,37
38,InceptionV3_aug20_(2023-05-15)_0,InceptionV3,1.0829291582107543,0.8333333730697632,1
39,InceptionV3_aug20_(2023-05-15)_0,InceptionV3,1.1001388788223267,0.8333333730697632,3
40,InceptionV3_aug20_(2023-05-15)_0,InceptionV3,1.110971248149872,0.8260869979858398,5
41,InceptionV3_aug20_(2023-05-15)_0,InceptionV3,1.11439551115036,0.8260869979858398,7
42,InceptionV3_aug20_(2023-05-15)_0,InceptionV3,1.1123899340629577,0.8115942478179932,9
43,InceptionV3_aug20_(2023-05-15)_0,InceptionV3,1.1400771856307983,0.8115942478179932,11
