,saved_model,model,loss,accuracy,gamma
0,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,7.53364896774292,0.07246376574039459,0.01
1,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,7.678523349761963,0.07246376574039459,0.01668100537200059
2,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,6.852608633041382,0.07971014827489853,0.027825594022071246
3,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,3.3125125646591185,0.32608696818351746,0.04641588833612778
4,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,1.8843716502189636,0.6594203114509583,0.0774263682681127
5,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,1.4035448670387267,0.760869562625885,0.12915496650148842
6,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.9232049882411957,0.8188406229019165,0.2154434690031883
7,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.5554901778697967,0.8768116235733032,0.3593813663804626
8,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.49217129349708555,0.8985507488250732,0.5994842503189409
9,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.4896151751279831,0.8985507488250732,1.0
10,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.516039001941681,0.8768116235733032,1.6681005372000592
11,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.5443044483661652,0.8695652484893799,2.782559402207123
12,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.7400377333164215,0.8115942478179932,4.6415888336127775
13,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,1.0953309297561646,0.7463768124580383,7.742636826811269
14,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,1.9702401638031006,0.5724637508392334,12.915496650148828
15,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,3.0125345945358277,0.45652174949645996,21.544346900318825
16,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,4.121218299865722,0.36231884360313416,35.93813663804626
17,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,4.7127439975738525,0.32608696818351746,59.94842503189408
18,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,4.988426923751831,0.26811593770980835,100.0
19,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,24.322885513305664,0.0,0.01
20,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,23.889716148376465,0.007246376946568489,0.01668100537200059
21,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,12.569668674468994,0.17391304671764374,0.027825594022071246
22,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,3.629343104362488,0.5362318754196167,0.04641588833612778
23,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,1.4624812722206115,0.7536231875419617,0.0774263682681127
24,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,1.4194284915924071,0.7753623127937317,0.12915496650148842
