,saved_model,model,loss,accuracy,motion_blur
0,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.5262198626995087,0.8847826361656189,3
1,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.6225755393505097,0.8717391610145568,7
2,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,0.7511105954647064,0.8384058356285096,13
3,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,1.1086970210075378,0.7840579628944397,19
4,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,1.2322693705558776,0.7528985500335693,23
5,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,1.735277235507965,0.6775362491607666,29
6,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,2.1606656312942505,0.6166666805744171,35
7,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,2.3933573961257935,0.5775362312793731,39
8,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,2.7701496362686155,0.5188405752182007,45
9,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,3.1250479936599733,0.48478261232376096,51
10,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,3.540974831581116,0.4463768243789673,55
11,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,3.8251704454421995,0.40434783399105073,61
12,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,4.314879417419434,0.3673913151025772,67
13,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,4.950826930999756,0.3079710274934769,73
14,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,4.97891788482666,0.3101449370384216,77
15,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,5.388994598388672,0.28405797481536865,83
16,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,5.461402130126953,0.27463768422603607,89
17,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,5.873837614059449,0.24782609194517136,93
18,InceptionV3_aug80_(2023-05-10)_0,InceptionV3,5.923240518569946,0.245652174949646,99
19,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,0.5721983194351197,0.8608695983886718,3
20,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,0.6348221063613891,0.8550724983215332,7
21,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,0.8001197576522827,0.8239130735397339,13
22,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,1.088318258523941,0.7753623127937317,19
23,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,1.3265764594078064,0.7362318873405457,23
24,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,2.0840074181556703,0.6507246613502502,29
25,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,2.9093230962753296,0.5550724565982819,35
26,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,3.6036370277404783,0.5028985500335693,39
27,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,4.664682030677795,0.43985508382320404,45
28,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,6.28644289970398,0.36521739661693575,51
29,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,7.018392038345337,0.36304348409175874,55
30,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,8.5931715965271,0.2891304433345795,61
31,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,9.501860523223877,0.2557971030473709,67
32,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,10.80385618209839,0.22028985917568206,73
33,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,11.874523067474366,0.20000000447034835,77
34,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,13.318909740447998,0.1811594232916832,83
35,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,14.298337078094482,0.1594202920794487,89
36,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,14.20474977493286,0.16376811936497687,93
37,InceptionV3_aug80_(2023-05-13)_0,InceptionV3,15.926868724822999,0.14420289695262908,99
38,InceptionV3_aug80_(2023-05-14)_0,InceptionV3,0.9402604639530182,0.8253623604774475,3
39,InceptionV3_aug80_(2023-05-14)_0,InceptionV3,0.9657277941703797,0.8217391729354858,7
40,InceptionV3_aug80_(2023-05-14)_0,InceptionV3,1.0081165313720704,0.8115942239761352,13
41,InceptionV3_aug80_(2023-05-14)_0,InceptionV3,1.2180490851402284,0.7673913061618804,19
42,InceptionV3_aug80_(2023-05-14)_0,InceptionV3,1.4437842130661012,0.7246376872062683,23
