,saved_model,model,loss,accuracy,contrast
0,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,2.3766224145889283,0.52173912525177,-0.9
1,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.3590924382209777,0.739130437374115,-0.8
2,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.053857672214508,0.804347813129425,-0.7000000000000001
3,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.8909388184547424,0.7971014380455017,-0.6000000000000001
4,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.7507341861724853,0.8115942478179932,-0.5000000000000001
5,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.6485831022262574,0.8478261232376099,-0.40000000000000013
6,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5855702817440033,0.8550724983215332,-0.30000000000000016
7,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5561810731887817,0.8478261232376099,-0.20000000000000018
8,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5529752254486084,0.8623188734054565,-0.1000000000000002
9,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5593581140041352,0.8695652484893799,-2.220446049250313e-16
10,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5638619899749756,0.8623188734054565,0.09999999999999976
11,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.5954183399677276,0.8478261232376099,0.19999999999999962
12,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.7231091797351837,0.8260869979858398,0.2999999999999997
13,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.8589573323726654,0.804347813129425,0.3999999999999998
14,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.9657280683517456,0.7898550629615784,0.49999999999999967
15,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.083468234539032,0.7898550629615784,0.5999999999999995
16,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.215536606311798,0.782608687877655,0.6999999999999996
17,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.3599882483482362,0.760869562625885,0.7999999999999997
18,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.474889326095581,0.7536231875419617,0.8999999999999996
19,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,9.139876365661621,0.3115942180156708,-0.9
20,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.4092215538024901,0.695652186870575,-0.8
21,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,0.8665426313877106,0.8188406229019165,-0.7000000000000001
