,saved_model,model,loss,accuracy,downscale
0,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,11.541706657409668,0.06521739065647125,0.01
1,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,9.847652530670166,0.07246376574039459,0.012742749857031334
2,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,10.730219459533691,0.05797101557254791,0.016237767391887217
3,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,8.920288944244385,0.043478261679410934,0.0206913808111479
4,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,8.938149356842041,0.021739130839705467,0.026366508987303583
5,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,11.915189456939697,0.014492753893136978,0.03359818286283781
6,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,12.810882663726806,0.021739130839705467,0.04281332398719394
7,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,10.652042007446289,0.08695652335882187,0.0545559478116852
8,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,7.617202472686768,0.3115942180156708,0.06951927961775606
9,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,7.181839418411255,0.3333333432674408,0.08858667904100823
10,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,5.526188373565674,0.3695652186870575,0.11288378916846889
11,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,2.7625244140625,0.5362318754196167,0.14384498882876628
12,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,1.3864994287490844,0.7246376872062683,0.18329807108324356
13,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,1.0448531627655029,0.804347813129425,0.23357214690901212
14,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.7767814993858337,0.8260869979858398,0.29763514416313175
15,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.6728410124778748,0.8695652484893799,0.37926901907322497
16,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.6111422717571259,0.8768116235733032,0.4832930238571752
17,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.6164114832878113,0.8913043737411499,0.615848211066026
18,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.6231890380382538,0.8840579986572266,0.7847599703514611
19,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,14.184922218322754,0.0,0.01
20,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,10.982116317749023,0.0,0.012742749857031334
21,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,14.610086441040039,0.0,0.016237767391887217
22,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,13.78613214492798,0.014492753893136978,0.0206913808111479
23,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,11.771957683563233,0.014492753893136978,0.026366508987303583
24,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,10.576857662200927,0.028985507786273956,0.03359818286283781
25,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,11.330721473693847,0.036231882870197296,0.04281332398719394
26,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,10.221940898895264,0.07971014827489853,0.0545559478116852
27,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,8.649087047576904,0.15217392146587372,0.06951927961775606
28,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,7.048026514053345,0.23188406229019165,0.08858667904100823
29,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,5.283118438720703,0.3188405930995941,0.11288378916846889
30,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,2.8345029592514037,0.47826087474823,0.14384498882876628
31,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,1.7292317509651185,0.6231884360313416,0.18329807108324356
32,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,1.252988040447235,0.7536231875419617,0.23357214690901212
