,saved_model,model,loss,accuracy,img_compression
118,ResNet50v2_(2023-03-25)_0,ResNet50v2,3.932289242744446,0.5579710006713867,5
119,ResNet50v2_(2023-03-25)_0,ResNet50v2,3.1781890392303467,0.5942028760910034,6
120,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.6228404998779298,0.6014492511749268,7
121,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.39215087890625,0.6304348111152649,8
122,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.2732815742492676,0.6594203114509583,9
123,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.303854727745056,0.6739130616188049,10
124,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.220029377937317,0.695652186870575,13
125,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.1447463750839235,0.7246376872062683,17
126,ResNet50v2_(2023-03-25)_0,ResNet50v2,2.0915114879608154,0.717391312122345,22
127,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.9843405723571776,0.739130437374115,28
128,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.9244464635849,0.739130437374115,36
129,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.8838375806808472,0.7463768124580383,46
130,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.9278562545776368,0.739130437374115,60
131,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.871044659614563,0.7463768124580383,78
132,ResNet50v2_(2023-03-25)_0,ResNet50v2,1.8294443964958191,0.7536231875419617,100
133,ResNet50v2_(2023-04-09)_0,ResNet50v2,5.266203451156616,0.47826087474823,1
134,ResNet50v2_(2023-04-09)_0,ResNet50v2,5.272489547729492,0.47826087474823,2
135,ResNet50v2_(2023-04-09)_0,ResNet50v2,4.944540548324585,0.47101449966430664,3
136,ResNet50v2_(2023-04-09)_0,ResNet50v2,3.7707875251770018,0.5724637508392334,4
137,ResNet50v2_(2023-04-09)_0,ResNet50v2,3.1474992990493775,0.6811594367027283,5
138,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.8632341861724853,0.695652186870575,6
139,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.633194327354431,0.739130437374115,7
140,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.3909982204437257,0.7536231875419617,8
141,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.3023279190063475,0.739130437374115,9
142,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.39186315536499,0.7536231875419617,10
143,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.2418468713760378,0.782608687877655,13
144,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.213045525550842,0.7753623127937317,17
145,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.2258508682250975,0.7753623127937317,22
146,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.1583085298538207,0.7753623127937317,28
147,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.1228516817092897,0.7753623127937317,36
148,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.1164716720581054,0.782608687877655,46
149,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.080292534828186,0.7898550629615784,60
150,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.0611660718917846,0.7681159377098083,78
151,ResNet50v2_(2023-04-09)_0,ResNet50v2,2.059684133529663,0.7753623127937317,100
152,ResNet50v2_(2023-04-10)_0,ResNet50v2,5.272618007659912,0.5869565010070801,1
153,ResNet50v2_(2023-04-10)_0,ResNet50v2,5.260151195526123,0.5869565010070801,2
154,ResNet50v2_(2023-04-10)_0,ResNet50v2,4.956619691848755,0.5797101259231567,3
155,ResNet50v2_(2023-04-10)_0,ResNet50v2,4.460313701629639,0.6811594367027283,4
156,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.942967438697815,0.6739130616188049,5
157,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.400480628013611,0.695652186870575,6
158,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.401009678840637,0.739130437374115,7
159,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.0505440711975096,0.739130437374115,8
160,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.003540301322937,0.7536231875419617,9
161,ResNet50v2_(2023-04-10)_0,ResNet50v2,3.053498721122742,0.7536231875419617,10
162,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.699475955963135,0.7681159377098083,13
163,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.588721227645874,0.7681159377098083,17
164,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.5355926513671876,0.760869562625885,22
165,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.4841402769088745,0.760869562625885,28
166,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.50023934841156,0.7753623127937317,36
167,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.4302366018295287,0.760869562625885,46
168,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.4076547145843508,0.7681159377098083,60
169,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.325456666946411,0.760869562625885,78
170,ResNet50v2_(2023-04-10)_0,ResNet50v2,2.28218412399292,0.7681159377098083,100
