,saved_model,model,loss,accuracy,downscale
0,InceptionV3_(2023-04-07)_0,InceptionV3,11.072402381896973,0.07246376574039459,0.01
1,InceptionV3_(2023-04-07)_0,InceptionV3,10.831155681610108,0.07246376574039459,0.012742749857031334
2,InceptionV3_(2023-04-07)_0,InceptionV3,11.66577968597412,0.08695652335882187,0.016237767391887217
3,InceptionV3_(2023-04-07)_0,InceptionV3,13.108734512329102,0.06521739065647125,0.0206913808111479
4,InceptionV3_(2023-04-07)_0,InceptionV3,11.976847934722901,0.05797101557254791,0.026366508987303583
5,InceptionV3_(2023-04-07)_0,InceptionV3,9.130767631530762,0.06521739065647125,0.03359818286283781
6,InceptionV3_(2023-04-07)_0,InceptionV3,9.784976482391357,0.021739130839705467,0.04281332398719394
7,InceptionV3_(2023-04-07)_0,InceptionV3,11.475317478179932,0.007246376946568489,0.0545559478116852
8,InceptionV3_(2023-04-07)_0,InceptionV3,9.132146644592286,0.014492753893136978,0.06951927961775606
9,InceptionV3_(2023-04-07)_0,InceptionV3,7.328085851669312,0.10869564861059189,0.08858667904100823
10,InceptionV3_(2023-04-07)_0,InceptionV3,6.3353251934051515,0.15217390656471252,0.11288378916846889
11,InceptionV3_(2023-04-07)_0,InceptionV3,4.865072774887085,0.260869562625885,0.14384498882876628
12,InceptionV3_(2023-04-07)_0,InceptionV3,3.6155114650726317,0.3913043439388275,0.18329807108324356
13,InceptionV3_(2023-04-07)_0,InceptionV3,2.3115257024765015,0.6159420013427734,0.23357214690901212
14,InceptionV3_(2023-04-07)_0,InceptionV3,1.481153964996338,0.760869562625885,0.29763514416313175
15,InceptionV3_(2023-04-07)_0,InceptionV3,1.0865597128868103,0.804347813129425,0.37926901907322497
16,InceptionV3_(2023-04-07)_0,InceptionV3,0.6822650194168091,0.8478260636329651,0.4832930238571752
17,InceptionV3_(2023-04-07)_0,InceptionV3,0.725980818271637,0.8260869383811951,0.615848211066026
18,InceptionV3_(2023-04-07)_0,InceptionV3,0.6904953181743622,0.8333333134651184,0.7847599703514611
19,InceptionV3_(2023-04-08)_0,InceptionV3,6.418178224563599,0.07246376574039459,0.01
20,InceptionV3_(2023-04-08)_0,InceptionV3,6.4123087406158445,0.07971014827489853,0.012742749857031334
21,InceptionV3_(2023-04-08)_0,InceptionV3,8.02766819000244,0.05797101557254791,0.016237767391887217
22,InceptionV3_(2023-04-08)_0,InceptionV3,10.032212734222412,0.021739130839705467,0.0206913808111479
23,InceptionV3_(2023-04-08)_0,InceptionV3,11.14242582321167,0.0,0.026366508987303583
24,InceptionV3_(2023-04-08)_0,InceptionV3,15.107803535461425,0.0,0.03359818286283781
25,InceptionV3_(2023-04-08)_0,InceptionV3,16.842441368103028,0.0,0.04281332398719394
26,InceptionV3_(2023-04-08)_0,InceptionV3,11.01317319869995,0.0,0.0545559478116852
27,InceptionV3_(2023-04-08)_0,InceptionV3,6.672305774688721,0.18115942180156708,0.06951927961775606
28,InceptionV3_(2023-04-08)_0,InceptionV3,5.322623682022095,0.2971014380455017,0.08858667904100823
29,InceptionV3_(2023-04-08)_0,InceptionV3,3.942655849456787,0.34057971835136414,0.11288378916846889
30,InceptionV3_(2023-04-08)_0,InceptionV3,2.700047731399536,0.4855072498321533,0.14384498882876628
31,InceptionV3_(2023-04-08)_0,InceptionV3,2.142214274406433,0.5652173757553101,0.18329807108324356
32,InceptionV3_(2023-04-08)_0,InceptionV3,1.6075575709342957,0.6811594367027283,0.23357214690901212
33,InceptionV3_(2023-04-08)_0,InceptionV3,1.395409882068634,0.7246376872062683,0.29763514416313175
34,InceptionV3_(2023-04-08)_0,InceptionV3,1.0545751929283143,0.782608687877655,0.37926901907322497
35,InceptionV3_(2023-04-08)_0,InceptionV3,0.7405342161655426,0.8260869383811951,0.4832930238571752
36,InceptionV3_(2023-04-08)_0,InceptionV3,0.7712880194187164,0.8260869383811951,0.615848211066026
37,InceptionV3_(2023-04-08)_0,InceptionV3,0.7195737957954407,0.8478260636329651,0.7847599703514611
38,InceptionV3_(2023-04-08)_1,InceptionV3,8.028004932403565,0.0,0.01
39,InceptionV3_(2023-04-08)_1,InceptionV3,7.704835605621338,0.06521739065647125,0.012742749857031334
40,InceptionV3_(2023-04-08)_1,InceptionV3,8.30051326751709,0.043478261679410934,0.016237767391887217
41,InceptionV3_(2023-04-08)_1,InceptionV3,8.685735416412353,0.028985507786273956,0.0206913808111479
42,InceptionV3_(2023-04-08)_1,InceptionV3,7.246640348434449,0.028985507786273956,0.026366508987303583
43,InceptionV3_(2023-04-08)_1,InceptionV3,7.887690448760987,0.014492753893136978,0.03359818286283781
44,InceptionV3_(2023-04-08)_1,InceptionV3,10.283222007751466,0.007246376946568489,0.04281332398719394
45,InceptionV3_(2023-04-08)_1,InceptionV3,10.877797985076905,0.021739130839705467,0.0545559478116852
46,InceptionV3_(2023-04-08)_1,InceptionV3,7.781953144073486,0.10144927352666855,0.06951927961775606
47,InceptionV3_(2023-04-08)_1,InceptionV3,6.17950119972229,0.24637681245803833,0.08858667904100823
48,InceptionV3_(2023-04-08)_1,InceptionV3,4.725553417205811,0.3188405930995941,0.11288378916846889
49,InceptionV3_(2023-04-08)_1,InceptionV3,3.110405921936035,0.52173912525177,0.14384498882876628
50,InceptionV3_(2023-04-08)_1,InceptionV3,2.422377848625183,0.5942028760910034,0.18329807108324356
51,InceptionV3_(2023-04-08)_1,InceptionV3,1.7903539180755614,0.6666666865348816,0.23357214690901212
52,InceptionV3_(2023-04-08)_1,InceptionV3,1.387756609916687,0.7028985619544983,0.29763514416313175
53,InceptionV3_(2023-04-08)_1,InceptionV3,0.9089316725730896,0.7971014380455017,0.37926901907322497
54,InceptionV3_(2023-04-08)_1,InceptionV3,0.7136219441890717,0.8478260636329651,0.4832930238571752
55,InceptionV3_(2023-04-08)_1,InceptionV3,0.6432346224784851,0.8478260636329651,0.615848211066026
56,InceptionV3_(2023-04-08)_1,InceptionV3,0.6099619328975677,0.8478260636329651,0.7847599703514611
57,MobileNet_(2023-03-23)_0,MobileNet,8.824684619903564,0.0,0.01
58,MobileNet_(2023-03-23)_0,MobileNet,12.202288913726807,0.0,0.012742749857031334
59,MobileNet_(2023-03-23)_0,MobileNet,30.052410125732422,0.0,0.016237767391887217
60,MobileNet_(2023-03-23)_0,MobileNet,20.396318435668945,0.007246376946568489,0.0206913808111479
61,MobileNet_(2023-03-23)_0,MobileNet,11.286250591278076,0.014492753893136978,0.026366508987303583
62,MobileNet_(2023-03-23)_0,MobileNet,8.31809892654419,0.007246376946568489,0.03359818286283781
63,MobileNet_(2023-03-23)_0,MobileNet,9.111359024047852,0.007246376946568489,0.04281332398719394
64,MobileNet_(2023-03-23)_0,MobileNet,9.261969566345215,0.014492753893136978,0.0545559478116852
65,MobileNet_(2023-03-23)_0,MobileNet,10.914447784423828,0.021739130839705467,0.06951927961775606
66,MobileNet_(2023-03-23)_0,MobileNet,12.451272773742676,0.043478261679410934,0.08858667904100823
67,MobileNet_(2023-03-23)_0,MobileNet,11.011372947692871,0.05797101557254791,0.11288378916846889
68,MobileNet_(2023-03-23)_0,MobileNet,7.824355220794677,0.15942029654979706,0.14384498882876628
69,MobileNet_(2023-03-23)_0,MobileNet,5.161041879653931,0.3188405930995941,0.18329807108324356
70,MobileNet_(2023-03-23)_0,MobileNet,2.7349400997161863,0.5869565010070801,0.23357214690901212
71,MobileNet_(2023-03-23)_0,MobileNet,1.5891058444976807,0.695652186870575,0.29763514416313175
72,MobileNet_(2023-03-23)_0,MobileNet,1.3421153783798219,0.7753623127937317,0.37926901907322497
73,MobileNet_(2023-03-23)_0,MobileNet,1.1640848159790038,0.804347813129425,0.4832930238571752
74,MobileNet_(2023-03-23)_0,MobileNet,1.0435253858566285,0.8115941882133484,0.615848211066026
75,MobileNet_(2023-03-23)_0,MobileNet,0.9750192642211915,0.8260869383811951,0.7847599703514611
76,MobileNet_(2023-04-09)_0,MobileNet,28.045448303222656,0.0,0.01
77,MobileNet_(2023-04-09)_0,MobileNet,10.029219913482667,0.007246376946568489,0.012742749857031334
78,MobileNet_(2023-04-09)_0,MobileNet,16.08076591491699,0.014492753893136978,0.016237767391887217
79,MobileNet_(2023-04-09)_0,MobileNet,17.611583709716797,0.021739130839705467,0.0206913808111479
80,MobileNet_(2023-04-09)_0,MobileNet,16.747867393493653,0.007246376946568489,0.026366508987303583
81,MobileNet_(2023-04-09)_0,MobileNet,10.269114589691162,0.014492753893136978,0.03359818286283781
82,MobileNet_(2023-04-09)_0,MobileNet,9.728532981872558,0.021739130839705467,0.04281332398719394
83,MobileNet_(2023-04-09)_0,MobileNet,10.921581745147705,0.014492753893136978,0.0545559478116852
84,MobileNet_(2023-04-09)_0,MobileNet,8.860837268829346,0.050724636763334274,0.06951927961775606
85,MobileNet_(2023-04-09)_0,MobileNet,6.346868658065796,0.1304347813129425,0.08858667904100823
86,MobileNet_(2023-04-09)_0,MobileNet,4.8778892993927006,0.23188406229019165,0.11288378916846889
87,MobileNet_(2023-04-09)_0,MobileNet,4.1152674674987795,0.3695652186870575,0.14384498882876628
88,MobileNet_(2023-04-09)_0,MobileNet,3.81864709854126,0.4420289993286133,0.18329807108324356
89,MobileNet_(2023-04-09)_0,MobileNet,2.9954009532928465,0.54347825050354,0.23357214690901212
90,MobileNet_(2023-04-09)_0,MobileNet,2.3965005397796633,0.6304348111152649,0.29763514416313175
