,saved_model,model,loss,accuracy,contrast
0,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,2.442130136489868,0.5362318754196167,-0.9
1,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,1.0305147171020508,0.7463768124580383,-0.8
2,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.731375002861023,0.8115942478179932,-0.7000000000000001
3,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.648575359582901,0.8478261232376099,-0.6000000000000001
4,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.6159329295158387,0.8768116235733032,-0.5000000000000001
5,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.6034150540828704,0.8840579986572266,-0.40000000000000013
6,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.5929514706134796,0.8768116235733032,-0.30000000000000016
7,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.5814989805221558,0.8695652484893799,-0.20000000000000018
8,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.583122992515564,0.8623188734054565,-0.1000000000000002
9,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.5852914988994599,0.8695652484893799,-2.220446049250313e-16
10,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.5566402971744537,0.8840579986572266,0.09999999999999976
11,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.5036915838718414,0.8913043737411499,0.19999999999999962
12,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.47071443796157836,0.9057971239089966,0.2999999999999997
13,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.5450978100299835,0.8840579986572266,0.3999999999999998
14,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.6623553574085236,0.8550724983215332,0.49999999999999967
15,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.7326914250850678,0.8333333730697632,0.5999999999999995
16,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.8151639580726624,0.8333333730697632,0.6999999999999996
17,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.8653964936733246,0.8260869979858398,0.7999999999999997
18,InceptionV3_aug40_(2023-05-11)_2,InceptionV3,0.907435292005539,0.8115942478179932,0.8999999999999996
19,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,3.31105899810791,0.45652174949645996,-0.9
20,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,1.548031175136566,0.739130437374115,-0.8
21,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,1.2352436542510987,0.760869562625885,-0.7000000000000001
22,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,1.0340739607810974,0.7971014380455017,-0.6000000000000001
23,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.9215363740921021,0.804347813129425,-0.5000000000000001
24,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.8715856552124024,0.8260869979858398,-0.40000000000000013
25,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.8464023292064666,0.8405797481536865,-0.30000000000000016
26,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.8336659669876099,0.8405797481536865,-0.20000000000000018
27,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.834359097480774,0.8405797481536865,-0.1000000000000002
28,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.833330500125885,0.8405797481536865,-2.220446049250313e-16
29,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.8026265680789948,0.8550724983215332,0.09999999999999976
30,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.7287973463535309,0.8623188734054565,0.19999999999999962
31,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.7071602940559387,0.8623188734054565,0.2999999999999997
32,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.7856472849845886,0.8405797481536865,0.3999999999999998
33,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.879657918214798,0.8333333730697632,0.49999999999999967
34,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.8936971068382263,0.8260869979858398,0.5999999999999995
35,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.8858650684356689,0.8115942478179932,0.6999999999999996
36,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.9125335335731506,0.8115942478179932,0.7999999999999997
37,InceptionV3_aug40_(2023-05-12)_0,InceptionV3,0.9240504324436187,0.8115942478179932,0.8999999999999996
38,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,3.603186011314392,0.4492753744125366,-0.9
39,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,1.3202194690704345,0.7318840622901917,-0.8
40,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,1.0263912558555603,0.8260869979858398,-0.7000000000000001
41,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.8546587288379669,0.8333333730697632,-0.6000000000000001
42,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.7400525867938995,0.8550724983215332,-0.5000000000000001
43,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.6722937166690827,0.8768116235733032,-0.40000000000000013
44,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.6275898218154907,0.8768116235733032,-0.30000000000000016
45,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.5945436954498291,0.8840579986572266,-0.20000000000000018
46,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.5744255423545838,0.8913043737411499,-0.1000000000000002
47,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.5630267918109894,0.8985507488250732,-2.220446049250313e-16
48,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.5815513014793396,0.8913043737411499,0.09999999999999976
49,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.6191738545894623,0.8985507488250732,0.19999999999999962
50,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.6852802097797394,0.8840579986572266,0.2999999999999997
51,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.7467277348041534,0.8623188734054565,0.3999999999999998
52,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.8314451038837433,0.8405797481536865,0.49999999999999967
53,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,0.9292141318321228,0.8115942478179932,0.5999999999999995
54,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,1.0100138545036317,0.7971014380455017,0.6999999999999996
55,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,1.1140195608139039,0.782608687877655,0.7999999999999997
56,InceptionV3_aug40_(2023-05-15)_0,InceptionV3,1.23910893201828,0.7681159377098083,0.8999999999999996
57,MobileNet_aug40_(2023-05-16)_0,MobileNet,3.4633153676986694,0.5289855003356934,-0.9
58,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.865168809890747,0.7101449370384216,-0.8
59,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.2383067965507508,0.7681159377098083,-0.7000000000000001
60,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.0332926988601685,0.8115942478179932,-0.6000000000000001
61,MobileNet_aug40_(2023-05-16)_0,MobileNet,0.9980262398719788,0.8478261232376099,-0.5000000000000001
62,MobileNet_aug40_(2023-05-16)_0,MobileNet,0.968539810180664,0.8478261232376099,-0.40000000000000013
63,MobileNet_aug40_(2023-05-16)_0,MobileNet,0.9552329897880554,0.8478261232376099,-0.30000000000000016
64,MobileNet_aug40_(2023-05-16)_0,MobileNet,0.9447570681571961,0.8478261232376099,-0.20000000000000018
65,MobileNet_aug40_(2023-05-16)_0,MobileNet,0.9176650702953338,0.8478261232376099,-0.1000000000000002
66,MobileNet_aug40_(2023-05-16)_0,MobileNet,0.8998926460742951,0.8333333730697632,-2.220446049250313e-16
67,MobileNet_aug40_(2023-05-16)_0,MobileNet,0.9249446034431458,0.8478261232376099,0.09999999999999976
68,MobileNet_aug40_(2023-05-16)_0,MobileNet,0.9711120307445527,0.8478261232376099,0.19999999999999962
69,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.099557113647461,0.8260869979858398,0.2999999999999997
70,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.3855528473854064,0.8260869979858398,0.3999999999999998
71,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.6244879841804505,0.8188406229019165,0.49999999999999967
72,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.7638983488082887,0.8115942478179932,0.5999999999999995
73,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.616921865940094,0.8188406229019165,0.6999999999999996
74,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.543843686580658,0.8188406229019165,0.7999999999999997
75,MobileNet_aug40_(2023-05-16)_0,MobileNet,1.64217666387558,0.8188406229019165,0.8999999999999996
76,MobileNet_aug40_(2023-05-18)_0,MobileNet,2.4063701152801515,0.5724637508392334,-0.9
77,MobileNet_aug40_(2023-05-18)_0,MobileNet,1.4227963089942932,0.7028985619544983,-0.8
78,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.9557391047477722,0.7753623127937317,-0.7000000000000001
79,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.8080803036689759,0.8115942478179932,-0.6000000000000001
80,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6935248494148254,0.8188406229019165,-0.5000000000000001
81,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6305136263370514,0.8405797481536865,-0.40000000000000013
82,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6123023092746734,0.8478261232376099,-0.30000000000000016
83,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6094798922538758,0.8550724983215332,-0.20000000000000018
84,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6135125994682312,0.8550724983215332,-0.1000000000000002
85,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6255977392196655,0.8550724983215332,-2.220446049250313e-16
86,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6467327892780304,0.8478261232376099,0.09999999999999976
87,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6951959013938904,0.8478261232376099,0.19999999999999962
88,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.6816669166088104,0.8188406229019165,0.2999999999999997
89,MobileNet_aug40_(2023-05-18)_0,MobileNet,0.8809669613838196,0.8115942478179932,0.3999999999999998
90,MobileNet_aug40_(2023-05-18)_0,MobileNet,1.0297392845153808,0.7898550629615784,0.49999999999999967
91,MobileNet_aug40_(2023-05-18)_0,MobileNet,1.2684462785720825,0.7753623127937317,0.5999999999999995
92,MobileNet_aug40_(2023-05-18)_0,MobileNet,1.4360999941825867,0.7753623127937317,0.6999999999999996
93,MobileNet_aug40_(2023-05-18)_0,MobileNet,1.5284140825271606,0.7463768124580383,0.7999999999999997
94,MobileNet_aug40_(2023-05-18)_0,MobileNet,1.5818386197090148,0.7463768124580383,0.8999999999999996
95,MobileNet_aug40_(2023-05-19)_0,MobileNet,2.7275360107421873,0.52173912525177,-0.9
96,MobileNet_aug40_(2023-05-19)_0,MobileNet,1.192856776714325,0.7681159377098083,-0.8
97,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.8434408605098724,0.804347813129425,-0.7000000000000001
98,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.6849230170249939,0.8260869979858398,-0.6000000000000001
99,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.6069465041160583,0.8260869979858398,-0.5000000000000001
100,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.5769107520580292,0.8405797481536865,-0.40000000000000013
101,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.5810464501380921,0.8478261232376099,-0.30000000000000016
102,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.5867179811000824,0.8623188734054565,-0.20000000000000018
103,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.5972711861133575,0.8695652484893799,-0.1000000000000002
104,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.6114300668239594,0.8623188734054565,-2.220446049250313e-16
105,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.6194249987602234,0.8623188734054565,0.09999999999999976
106,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.6578426420688629,0.8550724983215332,0.19999999999999962
107,MobileNet_aug40_(2023-05-19)_0,MobileNet,0.7990472137928009,0.8550724983215332,0.2999999999999997
108,MobileNet_aug40_(2023-05-19)_0,MobileNet,1.117510151863098,0.8260869979858398,0.3999999999999998
109,MobileNet_aug40_(2023-05-19)_0,MobileNet,1.4788517832756043,0.8188406229019165,0.49999999999999967
110,MobileNet_aug40_(2023-05-19)_0,MobileNet,1.7180950403213502,0.8115942478179932,0.5999999999999995
111,MobileNet_aug40_(2023-05-19)_0,MobileNet,1.8605613946914672,0.804347813129425,0.6999999999999996
112,MobileNet_aug40_(2023-05-19)_0,MobileNet,1.9895298957824707,0.7971014380455017,0.7999999999999997
113,MobileNet_aug40_(2023-05-19)_0,MobileNet,2.07850182056427,0.7681159377098083,0.8999999999999996
