,saved_model,model,loss,accuracy,motion_blur
0,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.561146879196167,0.8666666984558106,3
1,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.6266062736511231,0.8579710483551025,7
2,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,0.9068358242511749,0.8021739244461059,13
3,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.288831114768982,0.723913049697876,19
4,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.6330854177474976,0.6652174115180969,23
5,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,1.9550061702728272,0.6123188674449921,29
6,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,2.509856653213501,0.5144927501678467,35
7,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,2.6810504674911497,0.48768116235733033,39
8,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,2.9620672941207884,0.43913044333457946,45
9,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.1037569522857664,0.40144928693771365,51
10,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.2736133337020874,0.3702898591756821,55
11,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.474943423271179,0.34492754340171816,61
12,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.6586470365524293,0.2971014529466629,67
13,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.71544873714447,0.28043478429317475,73
14,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.88392858505249,0.2833333373069763,77
15,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,3.945179581642151,0.251449279487133,83
16,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,4.106567454338074,0.23043478578329085,89
17,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,4.17193193435669,0.22028985917568206,93
18,InceptionV3_aug20_(2023-05-11)_0,InceptionV3,4.272382020950317,0.20362319350242614,99
19,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.1963800549507142,0.8318840980529785,3
20,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.0435596466064454,0.8260869979858398,7
21,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.0124950051307677,0.8072463929653168,13
22,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.3942578315734864,0.732608699798584,19
23,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,1.7943319082260132,0.6753623366355896,23
24,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,2.7457881450653074,0.5826087057590484,29
25,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,4.27609703540802,0.5,35
26,InceptionV3_aug20_(2023-05-12)_0,InceptionV3,5.013546705245972,0.4391304463148117,39
