,saved_model,model,loss,accuracy,motion_blur
0,InceptionV3_(2023-04-07)_0,InceptionV3,0.6211290478706359,0.8615941882133484,3
1,InceptionV3_(2023-04-07)_0,InceptionV3,0.801071721315384,0.8413043260574341,7
2,InceptionV3_(2023-04-07)_0,InceptionV3,1.3576412916183471,0.7746376752853393,13
3,InceptionV3_(2023-04-07)_0,InceptionV3,2.238227701187134,0.6449275493621827,19
4,InceptionV3_(2023-04-07)_0,InceptionV3,3.1095695972442625,0.556521725654602,23
5,InceptionV3_(2023-04-07)_0,InceptionV3,4.2695060014724735,0.4420289874076843,29
6,InceptionV3_(2023-04-07)_0,InceptionV3,5.17979097366333,0.3652173936367034,35
7,InceptionV3_(2023-04-07)_0,InceptionV3,5.868490934371948,0.3173913031816482,39
8,InceptionV3_(2023-04-07)_0,InceptionV3,6.447264194488525,0.2869565218687057,45
9,InceptionV3_(2023-04-07)_0,InceptionV3,6.982268953323365,0.2434782594442367,51
10,InceptionV3_(2023-04-07)_0,InceptionV3,7.4160669326782225,0.2166666656732559,55
11,InceptionV3_(2023-04-07)_0,InceptionV3,7.9551044464111325,0.1826086968183517,61
12,InceptionV3_(2023-04-07)_0,InceptionV3,8.04686393737793,0.1782608672976494,67
13,InceptionV3_(2023-04-07)_0,InceptionV3,8.368431615829468,0.1528985507786274,73
14,InceptionV3_(2023-04-07)_0,InceptionV3,8.389998960494996,0.1688405774533748,77
15,InceptionV3_(2023-04-07)_0,InceptionV3,8.644001674652099,0.1413043469190597,83
16,InceptionV3_(2023-04-07)_0,InceptionV3,8.680102062225341,0.1362318836152553,89
17,InceptionV3_(2023-04-07)_0,InceptionV3,8.866104793548583,0.1275362312793731,93
18,InceptionV3_(2023-04-07)_0,InceptionV3,8.856142807006837,0.1246376797556877,99
19,InceptionV3_(2023-04-08)_0,InceptionV3,0.6200663805007934,0.8434782385826111,3
20,InceptionV3_(2023-04-08)_0,InceptionV3,0.7030647993087769,0.8311594009399415,7
21,InceptionV3_(2023-04-08)_0,InceptionV3,1.1518653154373169,0.7594202876091003,13
22,InceptionV3_(2023-04-08)_0,InceptionV3,2.220356619358063,0.5956521570682526,19
23,InceptionV3_(2023-04-08)_0,InceptionV3,2.735321402549744,0.534782600402832,23
24,InceptionV3_(2023-04-08)_0,InceptionV3,3.860262989997864,0.4028985500335693,29
25,InceptionV3_(2023-04-08)_0,InceptionV3,4.397367858886719,0.3427536278963089,35
26,InceptionV3_(2023-04-08)_0,InceptionV3,4.761072826385498,0.3188405752182007,39
27,InceptionV3_(2023-04-08)_0,InceptionV3,5.401851034164428,0.2623188376426696,45
