,saved_model,model,loss,accuracy,gauss_noise
0,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.4997918486595154,0.784782600402832,0.001
1,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.487148368358612,0.7833333253860474,0.0014677992676220691
2,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.455457866191864,0.776086950302124,0.0021544346900318843
3,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.4416016697883607,0.7746376752853393,0.0031622776601683794
4,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.4116618633270264,0.77173912525177,0.004641588833612777
5,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.352672290802002,0.7688405752182007,0.006812920690579608
6,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.3408946752548219,0.7659420251846314,0.01
7,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.3093652129173279,0.767391300201416,0.01467799267622069
8,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.2476839900016785,0.758695650100708,0.021544346900318832
9,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.3199228286743163,0.7557971000671386,0.03162277660168379
10,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.5031706929206847,0.743478262424469,0.046415888336127774
11,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.8218708515167237,0.7181159496307373,0.06812920690579612
12,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,2.2139020800590514,0.6833333492279052,0.1
13,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,2.694742298126221,0.6195652484893799,0.1467799267622069
14,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,3.27312228679657,0.5115942001342774,0.21544346900318823
15,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,4.033254170417786,0.39710145592689516,0.31622776601683794
16,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,5.471288204193115,0.19782609045505523,0.46415888336127775
17,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,7.584131145477295,0.048550724610686304,0.6812920690579608
18,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,9.642801856994629,0.0036231884732842445,1.0
19,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.3378929376602173,0.8239130854606629,0.001
20,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.3370437741279602,0.8210145354270935,0.0014677992676220691
21,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.374473011493683,0.8210145354270935,0.0021544346900318843
22,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.3849438786506654,0.8260869979858398,0.0031622776601683794
23,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.4184997916221618,0.8268116354942322,0.004641588833612777
24,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.4257821321487427,0.8231884479522705,0.006812920690579608
25,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.5162545442581177,0.8188406109809876,0.01
26,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.5044108033180237,0.8159420669078827,0.01467799267622069
27,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.6121164441108704,0.8043478310108185,0.021544346900318832
28,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.632663893699646,0.7971014559268952,0.03162277660168379
29,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.7380435466766357,0.7775362253189086,0.046415888336127774
30,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.6973621010780335,0.7514492750167847,0.06812920690579612
31,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.6806818127632142,0.7311594247817993,0.1
32,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.9276830077171325,0.6818840742111206,0.1467799267622069
33,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,2.520272946357727,0.5739130496978759,0.21544346900318823
34,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,3.313723254203796,0.4434782713651657,0.31622776601683794
35,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,4.578509521484375,0.24782609045505524,0.46415888336127775
36,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,5.801561880111694,0.07826087027788162,0.6812920690579608
37,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,6.804392147064209,0.025362318940460683,1.0
38,InceptionV3_aug100_(2023-05-14)_0,InceptionV3,1.6582551002502441,0.8355072855949401,0.001
39,InceptionV3_aug100_(2023-05-14)_0,InceptionV3,1.6877242922782898,0.8340580105781555,0.0014677992676220691
40,InceptionV3_aug100_(2023-05-14)_0,InceptionV3,1.6938932895660401,0.8362319231033325,0.0021544346900318843
41,InceptionV3_aug100_(2023-05-14)_0,InceptionV3,1.7431657791137696,0.8355072855949401,0.0031622776601683794
42,InceptionV3_aug100_(2023-05-14)_0,InceptionV3,1.7439448475837707,0.8311594605445862,0.004641588833612777
