,saved_model,model,loss,accuracy,gamma
0,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,9.27206211090088,0.0,0.01
1,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,9.136378955841064,0.0,0.01668100537200059
2,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,6.899632835388184,0.05797101557254791,0.027825594022071246
3,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,3.6784584522247314,0.42028987407684326,0.04641588833612778
4,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.746626114845276,0.6521739363670349,0.0774263682681127
5,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.202214527130127,0.7318840622901917,0.12915496650148842
6,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.9773820400238037,0.7753623127937317,0.2154434690031883
7,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.862948477268219,0.8260869979858398,0.3593813663804626
8,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8383918166160583,0.8623188734054565,0.5994842503189409
9,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8567397832870484,0.8695652484893799,1.0
10,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8970538854599,0.8478261232376099,1.6681005372000592
11,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.932687520980835,0.8333333730697632,2.782559402207123
12,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.9711088895797729,0.7898550629615784,4.6415888336127775
13,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.4015920996665954,0.7101449370384216,7.742636826811269
14,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,2.3719797849655153,0.5724637508392334,12.915496650148828
15,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,3.94411301612854,0.3840579688549042,21.544346900318825
16,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,5.682408475875855,0.23188406229019165,35.93813663804626
17,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,6.872884321212768,0.15217392146587372,59.94842503189408
18,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,7.230936431884766,0.10144928097724915,100.0
19,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,10.322839736938477,0.06521739065647125,0.01
20,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,9.773430728912354,0.09420289844274521,0.01668100537200059
21,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,7.8291291236877445,0.1666666716337204,0.027825594022071246
22,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,4.132423257827758,0.4057971239089966,0.04641588833612778
23,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,2.1871103048324585,0.6594203114509583,0.0774263682681127
24,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.6704736590385436,0.7463768124580383,0.12915496650148842
25,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.495672833919525,0.782608687877655,0.2154434690031883
26,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.3747340559959411,0.8115942478179932,0.3593813663804626
27,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.3832452774047852,0.8115942478179932,0.5994842503189409
28,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.3438575625419618,0.8115942478179932,1.0
29,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.2068699479103089,0.804347813129425,1.6681005372000592
30,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.0726239323616027,0.7971014380455017,2.782559402207123
31,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.1324947834014893,0.760869562625885,4.6415888336127775
32,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.913047766685486,0.6159420609474182,7.742636826811269
33,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,3.1833420991897583,0.4637681245803833,12.915496650148828
34,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,4.403902626037597,0.3188405930995941,21.544346900318825
35,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,6.193333530426026,0.2246376872062683,35.93813663804626
36,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,7.06524806022644,0.1666666716337204,59.94842503189408
37,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,7.326914262771607,0.14492753148078918,100.0
38,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,29.144077491760253,0.0,0.01
39,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,25.69065132141113,0.007246376946568489,0.01668100537200059
