,saved_model,model,loss,accuracy,downscale
0,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,10.013089847564697,0.0,0.01
1,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,11.900216579437256,0.0,0.012742749857031334
2,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,14.486845016479492,0.0,0.016237767391887217
3,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,12.774092197418213,0.007246376946568489,0.0206913808111479
4,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,13.65162172317505,0.014492753893136978,0.026366508987303583
5,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,28.118818092346192,0.0,0.03359818286283781
6,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,29.682381057739256,0.0,0.04281332398719394
7,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,20.641540718078613,0.007246376946568489,0.0545559478116852
8,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,9.328004169464112,0.17391304671764374,0.06951927961775606
9,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,6.194458866119385,0.26811593770980835,0.08858667904100823
10,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,4.429571533203125,0.3840579688549042,0.11288378916846889
11,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,2.2859652519226072,0.54347825050354,0.14384498882876628
12,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.2956477284431458,0.7463768124580383,0.18329807108324356
13,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.0151869773864746,0.7681159377098083,0.23357214690901212
14,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.0051115512847901,0.804347813129425,0.29763514416313175
15,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8306212723255157,0.8478261232376099,0.37926901907322497
16,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8673060059547424,0.8623188734054565,0.4832930238571752
17,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8610534965991974,0.8550724983215332,0.615848211066026
18,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.9037598133087158,0.8550724983215332,0.7847599703514611
19,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,11.499957847595216,0.07246376574039459,0.01
20,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,13.266525745391846,0.007246376946568489,0.012742749857031334
21,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,13.13646583557129,0.028985507786273956,0.016237767391887217
22,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,13.961347961425782,0.021739130839705467,0.0206913808111479
23,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,12.903647422790527,0.007246376946568489,0.026366508987303583
24,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,11.465534591674805,0.007246376946568489,0.03359818286283781
25,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,14.238895606994628,0.007246376946568489,0.04281332398719394
26,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,11.016658782958984,0.021739130839705467,0.0545559478116852
27,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,9.003092384338379,0.18115942180156708,0.06951927961775606
28,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,7.812932682037354,0.260869562625885,0.08858667904100823
29,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,5.774306440353394,0.260869562625885,0.11288378916846889
30,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,2.570198678970337,0.5144927501678467,0.14384498882876628
31,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.755742859840393,0.6666666865348816,0.18329807108324356
32,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.4381524562835692,0.760869562625885,0.23357214690901212
33,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.4913352489471436,0.7898550629615784,0.29763514416313175
34,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.4878712892532349,0.804347813129425,0.37926901907322497
35,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.3963110089302062,0.7971014380455017,0.4832930238571752
36,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.3806824803352356,0.804347813129425,0.615848211066026
