,saved_model,model,loss,accuracy,gauss_blur
0,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8567397594451904,0.8695652484893799,1
1,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8214754641056061,0.8623188734054565,3
2,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8028177857398987,0.8695652484893799,5
3,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.7785086452960968,0.8550724983215332,7
4,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.7633520066738129,0.8405797481536865,9
5,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.7881575584411621,0.8333333730697632,11
6,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.8631706058979034,0.8188406229019165,13
7,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,0.9712027072906494,0.804347813129425,15
8,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.1066477298736572,0.7971014380455017,17
9,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.296340537071228,0.7681159377098083,19
10,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.4824906587600708,0.739130437374115,21
11,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,1.7031734824180602,0.6811594367027283,23
12,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,2.0669453620910643,0.6159420609474182,25
13,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,2.5118149518966675,0.5724637508392334,27
14,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,2.9935324430465697,0.5507246255874634,29
15,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,3.5166060447692873,0.4855072498321533,31
16,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,4.072239923477173,0.4275362491607666,33
17,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,4.692973804473877,0.3478260934352875,35
18,InceptionV3_aug60_(2023-05-11)_0,InceptionV3,5.372184753417969,0.239130437374115,37
19,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.343857514858246,0.8115942478179932,1
20,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.2886614203453064,0.8115942478179932,3
21,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.2135088086128234,0.8115942478179932,5
22,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.0929227828979493,0.8188406229019165,7
23,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.0707215785980224,0.8115942478179932,9
24,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.150425946712494,0.804347813129425,11
25,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.274681770801544,0.7681159377098083,13
26,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.4246769666671752,0.7536231875419617,15
27,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.5630334973335267,0.760869562625885,17
28,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.7123204946517945,0.7101449370384216,19
29,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,1.874637508392334,0.695652186870575,21
30,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,2.0218007802963256,0.6739130616188049,23
31,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,2.151829981803894,0.6449275612831116,25
32,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,2.334053111076355,0.6014493107795715,27
33,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,2.6236629247665406,0.5579710006713867,29
34,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,3.054440903663635,0.45652174949645996,31
35,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,3.5951546907424925,0.36231884360313416,33
36,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,4.2206133842468265,0.28260868787765503,35
37,InceptionV3_aug60_(2023-05-13)_0,InceptionV3,4.8890783309936525,0.21014493703842163,37
38,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.0455456852912903,0.8550724983215332,1
39,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.1027828335762024,0.8550724983215332,3
40,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.1759535670280457,0.8478261232376099,5
41,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.32285737991333,0.8478261232376099,7
42,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.4640342354774476,0.8405797481536865,9
43,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.6229295492172242,0.8188406229019165,11
44,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.7812453150749206,0.8115942478179932,13
45,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.8878230571746826,0.7898550629615784,15
46,InceptionV3_aug60_(2023-05-14)_0,InceptionV3,1.920996904373169,0.7681159377098083,17
