,saved_model,model,loss,accuracy,gamma
0,InceptionV3_(2023-04-07)_0,InceptionV3,9.556099891662598,0.07246376574039459,0.01
1,InceptionV3_(2023-04-07)_0,InceptionV3,9.513021183013915,0.07246376574039459,0.01668100537200059
2,InceptionV3_(2023-04-07)_0,InceptionV3,9.415106296539307,0.07246376574039459,0.027825594022071246
3,InceptionV3_(2023-04-07)_0,InceptionV3,9.136446952819824,0.07246376574039459,0.04641588833612778
4,InceptionV3_(2023-04-07)_0,InceptionV3,6.619854402542114,0.239130437374115,0.0774263682681127
5,InceptionV3_(2023-04-07)_0,InceptionV3,3.8229230403900147,0.4275362193584442,0.12915496650148842
6,InceptionV3_(2023-04-07)_0,InceptionV3,2.1977416038513184,0.6376811861991882,0.2154434690031883
7,InceptionV3_(2023-04-07)_0,InceptionV3,1.2101887583732605,0.7898550629615784,0.3593813663804626
8,InceptionV3_(2023-04-07)_0,InceptionV3,0.8068097233772278,0.8333333134651184,0.5994842503189409
9,InceptionV3_(2023-04-07)_0,InceptionV3,0.5897654473781586,0.8695651888847351,1.0
10,InceptionV3_(2023-04-07)_0,InceptionV3,0.5364249467849731,0.8695651888847351,1.6681005372000592
11,InceptionV3_(2023-04-07)_0,InceptionV3,0.7924931704998016,0.7898550629615784,2.782559402207123
12,InceptionV3_(2023-04-07)_0,InceptionV3,2.089662528038025,0.5942028760910034,4.6415888336127775
13,InceptionV3_(2023-04-07)_0,InceptionV3,4.486322021484375,0.3550724685192108,7.742636826811269
14,InceptionV3_(2023-04-07)_0,InceptionV3,6.030747985839843,0.18115942180156708,12.915496650148828
15,InceptionV3_(2023-04-07)_0,InceptionV3,6.904045438766479,0.10144927352666855,21.544346900318825
16,InceptionV3_(2023-04-07)_0,InceptionV3,7.356152439117432,0.08695652335882187,35.93813663804626
17,InceptionV3_(2023-04-07)_0,InceptionV3,7.549315738677978,0.07246376574039459,59.94842503189408
18,InceptionV3_(2023-04-07)_0,InceptionV3,7.538243293762207,0.06521739065647125,100.0
19,InceptionV3_(2023-04-08)_0,InceptionV3,6.414856767654419,0.0,0.01
20,InceptionV3_(2023-04-08)_0,InceptionV3,6.3859619140625,0.014492753893136978,0.01668100537200059
21,InceptionV3_(2023-04-08)_0,InceptionV3,6.340517568588257,0.07246376574039459,0.027825594022071246
22,InceptionV3_(2023-04-08)_0,InceptionV3,5.829274415969849,0.07246376574039459,0.04641588833612778
23,InceptionV3_(2023-04-08)_0,InceptionV3,4.259684944152832,0.239130437374115,0.0774263682681127
24,InceptionV3_(2023-04-08)_0,InceptionV3,2.3128745555877686,0.5,0.12915496650148842
25,InceptionV3_(2023-04-08)_0,InceptionV3,1.531742024421692,0.6739130616188049,0.2154434690031883
26,InceptionV3_(2023-04-08)_0,InceptionV3,0.9227427184581757,0.7681159377098083,0.3593813663804626
27,InceptionV3_(2023-04-08)_0,InceptionV3,0.6103108525276184,0.8695651888847351,0.5994842503189409
28,InceptionV3_(2023-04-08)_0,InceptionV3,0.6177405714988708,0.8478260636329651,1.0
29,InceptionV3_(2023-04-08)_0,InceptionV3,0.8541284024715423,0.8188405632972717,1.6681005372000592
30,InceptionV3_(2023-04-08)_0,InceptionV3,1.2221532106399535,0.7463768124580383,2.782559402207123
31,InceptionV3_(2023-04-08)_0,InceptionV3,1.9285162687301636,0.6159420013427734,4.6415888336127775
32,InceptionV3_(2023-04-08)_0,InceptionV3,2.9588881731033325,0.43478259444236755,7.742636826811269
33,InceptionV3_(2023-04-08)_0,InceptionV3,4.079152250289917,0.260869562625885,12.915496650148828
34,InceptionV3_(2023-04-08)_0,InceptionV3,5.0043079376220705,0.1304347813129425,21.544346900318825
35,InceptionV3_(2023-04-08)_0,InceptionV3,5.549842977523804,0.08695652335882187,35.93813663804626
36,InceptionV3_(2023-04-08)_0,InceptionV3,5.71674747467041,0.07246376574039459,59.94842503189408
37,InceptionV3_(2023-04-08)_0,InceptionV3,5.706331348419189,0.050724636763334274,100.0
38,InceptionV3_(2023-04-08)_1,InceptionV3,10.833886909484864,0.0,0.01
39,InceptionV3_(2023-04-08)_1,InceptionV3,10.574521350860596,0.0,0.01668100537200059
40,InceptionV3_(2023-04-08)_1,InceptionV3,9.850237846374512,0.0,0.027825594022071246
