,saved_model,model,loss,accuracy,gamma
0,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,18.06441287994385,0.0,0.01
1,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,16.02279739379883,0.0,0.01668100537200059
2,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,11.575974369049073,0.05072464048862457,0.027825594022071246
3,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,6.231503486633301,0.2971014678478241,0.04641588833612778
4,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,3.188718485832214,0.5942029356956482,0.0774263682681127
5,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,2.1012776374816893,0.6594203114509583,0.12915496650148842
6,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.5725045204162598,0.7028985619544983,0.2154434690031883
7,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.491525149345398,0.7536231875419617,0.3593813663804626
8,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.5070995450019837,0.7681159377098083,0.5994842503189409
9,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.562836468219757,0.7753623127937317,1.0
10,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.5896526217460631,0.760869562625885,1.6681005372000592
11,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,1.861501431465149,0.695652186870575,2.782559402207123
12,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,2.100378131866455,0.6304348111152649,4.6415888336127775
13,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,2.7130590200424196,0.5362318754196167,7.742636826811269
14,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,3.8991862297058106,0.36231884360313416,12.915496650148828
15,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,5.331573581695556,0.25362318754196167,21.544346900318825
16,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,7.444624233245849,0.1666666716337204,35.93813663804626
17,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,9.231416797637939,0.10144928097724915,59.94842503189408
18,InceptionV3_aug100_(2023-05-10)_1,InceptionV3,10.548232936859131,0.043478261679410934,100.0
19,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,7.0889520168304445,0.028985507786273956,0.01
20,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,6.289579772949219,0.05072464048862457,0.01668100537200059
21,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,3.6663727283477785,0.3115942180156708,0.027825594022071246
22,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.905942702293396,0.695652186870575,0.04641588833612778
23,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.7470237970352174,0.7318840622901917,0.0774263682681127
24,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.7180089950561523,0.7536231875419617,0.12915496650148842
25,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.5860299944877625,0.8115942478179932,0.2154434690031883
26,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.44176527261734,0.8115942478179932,0.3593813663804626
27,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.3760770797729491,0.8115942478179932,0.5994842503189409
28,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.3005628824234008,0.8115942478179932,1.0
29,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.3236592769622804,0.8188406229019165,1.6681005372000592
30,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.5006454348564149,0.782608687877655,2.782559402207123
31,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.6690211415290832,0.7681159377098083,4.6415888336127775
32,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,1.8412659883499145,0.7028985619544983,7.742636826811269
33,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,2.7016839504241945,0.54347825050354,12.915496650148828
34,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,3.782945966720581,0.42028987407684326,21.544346900318825
35,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,4.7250471115112305,0.3333333432674408,35.93813663804626
36,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,5.121340370178222,0.30434784293174744,59.94842503189408
37,InceptionV3_aug100_(2023-05-13)_0,InceptionV3,5.362230062484741,0.21739131212234497,100.0
38,InceptionV3_aug100_(2023-05-14)_0,InceptionV3,14.3116849899292,0.014492753893136978,0.01
39,InceptionV3_aug100_(2023-05-14)_0,InceptionV3,12.41496238708496,0.021739130839705467,0.01668100537200059
40,InceptionV3_aug100_(2023-05-14)_0,InceptionV3,7.820084190368652,0.2028985619544983,0.027825594022071246
